전체 게시글 수,전체 판매가,전체 평균 판매가,50만원 미만 게시글 수,50만원 미만 전체 판매가,평균 판매가,50만원 이상 게시글 수,50만원 이상 전체 판매가,평균 판매가,롱고니 게시글 수,롱고니 전체 판매가,평균 판매가,"인빗큐, 버팔로 게시글 수","인빗큐, 버팔로 전체 판매가",평균 판매가
120,123549914,0,53,11255347,0,67,112294567,0,14,20132345,0,0,0,0
